No;Autor;UO;Função;Eh;Subfunção;Localização;Subtítulo;Qtde;Unidade;Valor
337;Chico Leite;AR Ceilândia;Cultura;Não é evento;Infra-Estrutura urbana;IX-Ceilândia;Construção do Centro Cultural - Segunda Etapa;2.000;m2;300.000,00
338;Chico Leite;AR Park Way;Desporto e Lazer;Não é evento;Lazer;XXIV-Park Way;Construção de campo da grama sintética na Vargem Bonita;2.000;m2;200.000,00
339;Chico Leite;SE Cultura;Cultura;Não é evento;Difusão cultural;IV-Brazlândia;Apoio às atividades do IC-BSB Instituto Cultural Black Spin Breakers;1.000;pessoa;150.000,00
340;Chico Leite;SE Cultura;Cultura;Não é evento;Difusão cultural;IX-Ceilândia;Apoio às atividades do Projeto Estúdio Escola;1.000;pessoa;275.000,00
341;Dr Charles;AR Santa Maria;Urbanismo;Não é evento;Infra-Estrutura urbana;XIII-Santa Maria;Execução de obras de urbanização;1;área;300.000,00
342;Eliana Pedrosa;TCB;Transporte;Não é evento;Transporte rodoviário;VI-Planaltina;Construção de Terminal rodoviário no Arapoanga;1;terminal;500.000,00
343;Eliana Pedrosa;SE Obras;Urbanismo;Não é evento;Infra-Estrutura urbana;IV-Brazlândia;Pavimentação Vicinal 555 Incra 8;1;pavimentação;500.000,00
344;Eliana Pedrosa;TCB;Transporte;Não é evento;Transporte rodoviário;XIII-Santa Maria;Construção de Terminal rodoviário;1;terminal;500.000,00
345;Eliana Pedrosa;SE Educação;Educação;Não é evento;Educação Infantil;IX-Ceilândia;Construção de creche Condomínio Privê;1;creche;300.000,00
346;Eliana Pedrosa;SE Obras;Urbanismo;Não é evento;Desporto Comunitário;IV-Brazlândia;Construção de campo de futebol gramado com pista de atletismo;1;quadra;100.000,00
347;Eliana Pedrosa;SE Obras;Urbanismo;Não é evento;Desporto Comunitário;IX-Ceilândia;Construção de campo de futebol society sintético na qd 24/26 Guariroba;1;quadra;150.000,00
348;Eliana Pedrosa;SE Educação;Educação;Não é evento;Educação Infantil;V-Sobradinho;Construção de creche na Vila Rabelo Qd 01;1;creche;200.000,00
349;Eliana Pedrosa;SE Educação;Educação;Não é evento;Educação Infantil;XII-Samambaia;Construção de creches para moradores das qd 623, 423, 223;0;creche;300.000,00
350;Eliana Pedrosa;SE Obras;Urbanismo;Não é evento;Infra-Estrutura urbana;III-Taguatinga;Construção de via entre a escola normal/SEST/SENAT;1;pavimentação;300.000,00
351;Eliana Pedrosa;SE Esporte;Desporto e Lazer;Não é evento;Desporto Comunitário;DF;Apoio ao projeto "Time Brasília Paralímpico";1;evento;300.000,00
352;Eliana Pedrosa;SE Obras;Urbanismo;Não é evento;Desporto Comunitário;V-Sobradinho;Construção de quadra poliesportiva Vila Basevi;1;quadra;200.000,00
353;Eliana Pedrosa;Fundo de Saúde;Saúde;Não é evento;Ass. Hospitalar;XIV-São Sebastião;Construção Hospital São Sebastião;2.000;m2;1.000.000,00
354;Eliana Pedrosa;SE Obras;Urbanismo;Não é evento;Infra-Estrutura urbana;V-Sobradinho;Drenagem pluvial Av. São Francisco Grande Colorado;2.000;m2;200.000,00
355;Eliana Pedrosa;SE Obras;Urbanismo;Não é evento;Infra-Estrutura urbana;III-Taguatinga;Recapeamento de asfalto nova QNL com quebra molas;1.000;m2;300.000,00
356;Eliana Pedrosa;SE Cultura;Cultura;Não é evento;Difusão cultural;DF;Apoio ao projeto audiovisual "Fazer para Ver";1;evento;150.000,00
357;Eliana Pedrosa;SE Obras;Urbanismo;Não é evento;Infra-Estrutura urbana;XVII-Riacho Fundo I;Drenagem pluvial ;2.000;m2;300.000,00
358;Eliana Pedrosa;SE Obras;Urbanismo;Não é evento;Infra-Estrutura urbana;II-Gama;Pavimentação da via ligação Casa Grande a DF 180;1;pavimentação;500.000,00
359;Eliana Pedrosa;SE Obras;Urbanismo;Não é evento;Infra-Estrutura urbana;XXV-SCIA (Estrutural);Construção de feira permanente SCIA/Estrutural;1;feira;200.000,00
360;Eliana Pedrosa;Novacap;Urbanismo;Não é evento;Infra-Estrutura urbana;DF;Construção de PEC;700;m2;1.610.000,00
361;Eliana Pedrosa;SE Trabalho;Trabalho;Não é evento;Trabalho, emprego, renda;DF;Apoio ao projeto "Mundo do Trabalho das Mulheres" ;120;pessoa;180.000,00
362;Eliana Pedrosa;SE Cultura;Cultura;Evento;Difusão cultural;II-Gama;Apoio ao Arraiá do Formigão;1;evento;100.000,00
363;Eliana Pedrosa;SE Educação;Educação;Não é evento;Educação Infantil;IX-Ceilândia;Construção de creche no Setor O - Expansão;1;creche;300.000,00
364;Eliana Pedrosa;DFTrans;Transporte;Não é evento;Infra-Estrutura urbana;DF;Construção de abrigos para passageiros;1.000;m2;500.000,00
365;Eliana Pedrosa;SEDEST;Assistência Social;Não é evento;Ass. Comunitária;DF;Apoio à APAE-DF;0;Unidade não informada;240.000,00
366;Eliana Pedrosa;SE Educação;Educação;Não é evento;Educação Infantil;XXVIII-Itapoã;Construção de creche;1;creche;200.000,00
367;Eliana Pedrosa;Fundo de Saúde;Saúde;Não é evento;Atenção básica à saúde;IV-Brazlândia;Construção do posto de saúde Incra 7;2.000;m2;300.000,00
368;Eliana Pedrosa;SE Segurança;Segurança Pública;Não é evento;Policiamento;II-Gama;Instalação de câmeras de monitoramento;20;equipamento;400.000,00
369;Eliana Pedrosa;SE Educação;Educação;Não é evento;Educação Infantil;XXI-Riacho Fundo II;Construção de creche;1;creche;200.000,00
370;Eliana Pedrosa;SE Educação;Educação;Não é evento;Educação Básica;XV-Recanto das Emas;Construção de auditório na CEM 111;2.000;m2;300.000,00
371;Eliana Pedrosa;SE Educação;Educação;Não é evento;Educação Infantil;XXIX-S.IA;Construção de creche;2.000;m2;200.000,00
372;Eliana Pedrosa;SE Cultura;Cultura;Evento;Difusão cultural;II-Gama;Apoio ao projeto "Arraiá Gamadão";1;evento;200.000,00
373;Eliana Pedrosa;SE Obras;Urbanismo;Não é evento;Infra-Estrutura urbana;XXVIII-Itapoã;Construção de passarela da DF 001 à DF 250;1;passarela;300.000,00
374;Eliana Pedrosa;SE Cultura;Cultura;Evento;Difusão cultural;I-Plano Piloto;Apoio à Via Sacra de surdos;1;evento;120.000,00
375;Eliana Pedrosa;Fundo de Saúde;Saúde;Não é evento;Ass. Hospitalar;XV-Recanto das Emas;Construção do Hospital;2.000;m2;1.000.000,00
376;Eliana Pedrosa;Fundo Anti-Drogas Funpad;Assistência Social;Não é evento;Ass. Comunitária;DF;Apoio ao projeto Salve a Si;90;dependente;300.000,00
377;Eliana Pedrosa;AR SCIA;Desporto e Lazer;Evento;Lazer;XXV-SCIA;Apoio ao projeto "Resgate uma Criança";1;evento;250.000,00
378;Eliana Pedrosa;AR Brazlândia;Urbanismo;Não é evento;Desporto de rendimento;IV-Brazlândia;Reforma do estádio Chapadinha;1;estádio;300.000,00
379;Eliana Pedrosa;AR Brazlândia;Urbanismo;Não é evento;Infra-Estrutura urbana;IV-Brazlândia;Ampliação da feira na Vila São José;800;m2;300.000,00
380;Eliana Pedrosa;AR Brazlândia;Cultura;Evento;Difusão cultural;IV-Brazlândia;Apoio à festa do leite de curralinho;1;evento;100.000,00
381;Eliana Pedrosa;AR Itapoã;Cultura;Evento;Difusão cultural;XXVIII-Itapoã;Apoio festividades Padroeira Itapoã;1;evento;100.000,00
382;Dr Charles;AR Santa Maria;Cultura;Evento;Difusão cultural;XIII-Santa Maria;Apoio e promoção de atividades culturais;1;evento;150.000,00
383;Chico Leite;AR Samambaia;Cultura;Não é evento;Difusão cultural;XII-Samambaia;Apoio às atividades sociais da Associação Socorro dos Anjos;500;pessoa;100.000,00
384;Chico Leite;SE Cultura;Cultura;Não é evento;Difusão cultural;DF;Apoio ao projeto Reggae A Paz nas escolas Instituto Filhos da Vida;500;pessoa;200.000,00
385;Chico Leite;SE Obras;Urbanismo;Não é evento;Infra-Estrutura urbana;DF;Construção de calçadas;10.000;m2;1.400.000,00
386;Chico Leite;AR Planaltina;Saneamento;Não é evento;Saneamento básico;VI-Planaltina;Implantação de saneamento básico nos condomínios Cachoeira e Nosso Lar;2.000;m ;300.000,00
387;Chico Leite;SE Obras;Desporto e Lazer;Não é evento;Desporto Comunitário;DF;Implantação de PEC;7;PEC;700.000,00
388;Chico Leite;CEAJUR;Direitos da Cidadania;Não é evento;Dir. Individuais, Coletivos;DF;Concessão de bolsas de estágio na Defensoria Pública;100;bolsa;500.000,00
389;Chico Leite;SE Obras;Energia;Não é evento;Energia Elétrica;DF;Ampliação da iluminação pública na Octogonal Sul e na Ceilândia;3.000;m;600.000,00
390;Chico Leite;SE Criança;Direitos da Cidadania;Não é evento;Dir. Individuais, Coletivos;VII-Paranoá;Apoio às atividades promovidas pela Resgate da Vida;500;pessoa;200.000,00
391;Chico Leite;Instituto do Meio Ambiente;Gestão Ambiental;Não é evento;Preservação ambiental;DF;Revitalização do Parque de Águas Claras e do Parque Ecológico no Park Way;2;parque;1.300.000,00
392;Chico Leite;AR Águas Claras;Urbanismo;Não é evento;Infra-Estrutura urbana;XX-Águas Claras;Obras de infra-estrutura e urbanização;10.000;m2;400.000,00
393;Dr Charles;AR Vicente Pires;Urbanismo;Não é evento;Infra-Estrutura urbana;XXX-Vicente Pires;Execução de obras de urbanização;1;área;450.000,00
394;Dr Charles;AR Vicente Pires;Cultura;Evento;Difusão cultural;XXX-Vicente Pires;Aniversário da cidade;1;evento;150.000,00
395;Dr Charles;AR São Sebastião;Cultura;Evento;Difusão cultural;XIV-São Sebastião;Feira cultural de São Sebastião;1;evento;150.000,00
396;Dr Charles;AR Núcleo Bandeirante;Urbanismo;Não é evento;Infra-Estrutura urbana;VIII-Núcleo Bandeirante;Execução de obras de urbanização;1;área;450.000,00
397;Dr Charles;AR Vicente Pires;Urbanismo;Não é evento;Infra-Estrutura urbana;XXX-Vicente Pires;Execução de obras de urbanização;1;área;950.000,00
398;Evandro Garla;AR Samambaia;Urbanismo;Não é evento;Infra-Estrutura urbana;XII-Samambaia;Implantação de infra-estrutura esportiva - PEC - Qd 409/609;1;PEC;50.000,00
399;Evandro Garla;AR Samambaia;Desporto e Lazer;Não é evento;Desporto Comunitário;XII-Samambaia;Iluminação da quadra de esporte - futsal QR 323;1;espaço;70.000,00
400;Joe Valle;SE Agricultura;Desporto e Lazer;Não é evento;Desporto Comunitário;DF;Apoio à construção de PEC e parque para as crianças;300;espaço;500.000,00
401;Joe Valle;SE Educação;Educação;Não é evento;Ensino Fundamental;DF;Apoio à reforma geral e ampliação das unidades de ensino;1.000;m2;899.200,00
402;Evandro Garla;SE Esporte;Desporto e Lazer;Não é evento;Desporto Comunitário;DF;Reforma de quadras poliesportivas;2.000;m2;700.000,00
403;Evandro Garla;SE Casa Civil;Direitos da Cidadania;Não é evento;Ass. Ao Idoso;DF;Assistência ao Idoso;0;Unidade não informada;300.000,00
404;Evandro Garla;SE Esporte;Desporto e Lazer;Não é evento;Desporto Comunitário;DF;Construção de coberturas de quadras poliesportivas;2.000;m2;500.000,00
405;Evandro Garla;SE Esporte;Desporto e Lazer;Evento;Desporto Comunitário;DF;Realização do circuito de corridas;10;evento;500.000,00
406;Evandro Garla;SE Esporte;Desporto e Lazer;Evento;Desporto Comunitário;DF;Realização do Programa Esporte Solidário;10;evento;1.000.000,00
407;Evandro Garla;Instituto do Meio Ambiente;Gestão Ambiental;Não é evento;Preservação ambiental;II-Gama;Revitalização do Parque Recreativo do Gama (Prainha);1;parque;300.000,00
408;Evandro Garla;SE Esporte;Desporto e Lazer;Não é evento;Desporto Comunitário;DF;Apoio ao Projeto Compete Brasília;15;projeto;500.000,00
409;Evandro Garla;SE Esporte;Desporto e Lazer;Não é evento;Desporto Comunitário;DF;Construção de campos sintéticos;2.000;m2;1.500.000,00
410;Evandro Garla;SE Casa Civil;Direitos da Cidadania;Não é evento;Ass. Ao Idoso;DF;Construção de Centros de Convivência de Idosos;10.000;m2;1.315.000,00
411;Evandro Garla;SE Esporte;Desporto e Lazer;Não é evento;Desporto Comunitário;DF;Construção de quadras poliesportivas;2.000;m2;800.000,00
412;Evandro Garla;SE Casa Civil;Direitos da Cidadania;Não é evento;Ass. Ao Idoso;DF;Ampliação e Reestruturação dos Centros de Convivência de Idosos;10.000;m2;1.050.000,00
413;Evandro Garla;AR Taguatinga;Cultura;Evento;Difusão cultural;III-Taguatinga;Apoio a atividades culturais;10;evento;400.000,00
414;Evandro Garla;AR Taguatinga;Cultura;Evento;Difusão cultural;III-Taguatinga;Realização da Festa das Águas;1;evento;250.000,00
415;Evandro Garla;SE Turismo;Comércio e Serviços;Evento;Turismo;DF;Apoio ao SEBRAE para a realização da Feira do Empreendedor;1;projeto;300.000,00
416;Evandro Garla;PMDF;Segurança Pública;Não é evento;Policiamento;DF;Construção do Centro Básico de Treinamento para Ações de Alto Risco ;1;quartel;220.000,00
417;Evandro Garla;SE Cultura;Cultura;Evento;Difusão cultural;DF;Apoio à Marcha para Jesus;1;evento;150.000,00
418;Evandro Garla;AR Recanto das Emas;Energia;Não é evento;Infra-Estrutura urbana;XV-Recanto das Emas;Ampliação da rede de iluminação pública;1.500;m;300.000,00
419;Evandro Garla;SE Governo;Direitos da Cidadania;Evento;Ass. Ao Idoso;DF;Dia Nacional do Idoso;1;evento;300.000,00
420;Evandro Garla;SE Criança;Assistência Social;Não é evento;Ass. À Criança e Adolescente;DF;Implantação do Plano de Combate à Prostituição Infantil;0;Unidade não informada;200.000,00
421;Evandro Garla;SE Cultura;Cultura;Evento;Difusão cultural;DF;Aniversário de Brasília - Palco Gospel;1;evento;200.000,00
422;Evandro Garla;SE Trabalho;Trabalho;Não é evento;Formação de RH;DF;Apoio a Projeto de Qualificação Social e Profissional - Inglês;0;Unidade não informada;230.000,00
423;Evandro Garla;SE Esporte;Desporto e Lazer;Evento;Desporto Comunitário;DF;Apoio ao Programa Compete Brasília Paraolímpico;10;evento;500.000,00
424;Evandro Garla;AR Riacho Fundo II;Urbanismo;Não é evento;Infra-Estrutura urbana;XXI-Riacho Fundo II;Construção da Feira Permanente;1;feira;300.000,00
425;Evandro Garla;AR Samambaia;Urbanismo;Não é evento;Infra-Estrutura urbana;XII-Samambaia;Implantação de infra-estrutura esportiva - PEC - Qd 827/829/1029;3;PEC;150.000,00
426;Evandro Garla;PCDF;Segurança Pública;Não é evento;Administração Geral;DF;Reforma e ampliação do Instituto de Identificação da PCDF;1;prédio;300.000,00
427;Evandro Garla;CBMDF;Cultura;Evento;Difusão cultural;DF;Apoio ao aniversário do Corpo de Bombeiros;1;evento;15.000,00
428;Evandro Garla;AR Guará;Energia;Não é evento;Infra-Estrutura urbana;X-Guará;Ampliação da rede de iluminação pública;1.500;m;500.000,00
429;Evandro Garla;DFTrans;Transporte;Não é evento;Transporte coletivo;DF;Construção de abrigos para passageiros de ônibus;10;ponto;300.000,00
430;Evandro Garla;AR Águas Claras;Urbanismo;Não é evento;Infra-Estrutura urbana;XX-Águas Claras;Execução de obras de infra-estrutura urbana;10.000;m2;300.000,00
431;Robério Negreiros;SE Obras;Urbanismo;Não é evento;Infra-Estrutura urbana;DF;Execução de obras de urbanização;100.000;m2;4.965.000,00
432;Robério Negreiros;SEDEST;Assistência Social;Não é evento;Ass. Ao Portador de Deficiência;III-Taguatinga;Apoio à realização das ações sociais itinerantes odontológicas para pessoas com deficiência;2.000;família;300.000,00
433;Robério Negreiros;SE Cultura;Cultura;Evento;Difusão cultural;XV-Recanto das Emas;Apoio ao Projeto Recanto Sem Fonteiras - FestGospel;1;evento;150.000,00
434;Robério Negreiros;SEDEST;Assistência Social;Não é evento;Ass. Ao Portador de Deficiência;DF;Atendimento e Capacitação de pessoas com deficiência;3.000;pessoa;400.000,00
435;Robério Negreiros;SEDEST;Assistência Social;Não é evento;Ass. Ao Portador de Deficiência;DF;Apoio a projetos sociais do movimento Orgulho Autista Brasil;2;projeto;120.000,00
436;Robério Negreiros;AR Paranoá;Urbanismo;Não é evento;Infra-Estrutura urbana;VII-Paranoá;Execução de obras de urbanização;100.000;m2;5.500.000,00
437;Robério Negreiros;AR Paranoá;Cultura;Evento;Difusão cultural;VII-Paranoá;Promoção de atividades culturais  ;20;evento;500.000,00
438;Robério Negreiros;AR Paranoá;Urbanismo;Não é evento;Serviços urbanos;VII-Paranoá;Manutenção de áreas urbanizadas e ajardinadas;50.000;m2;400.000,00
439;Robério Negreiros;SEDEST;Assistência Social;Não é evento;Ass. Comunitária;DF;Apoio à realização das ações sociais itinerantes odontológicas;5.000;família;500.000,00
440;Robério Negreiros;AR Paranoá;Urbanismo;Não é evento;Infra-Estrutura urbana;VII-Paranoá;Reforma de prédios e próprios;1.000;m2;200.000,00
441;Robério Negreiros;SEDEST;Assistência Social;Não é evento;Ass. Ao Portador de Deficiência;I-Plano Piloto;Apoio às atividades do Centro Educacional CEAL;2.000;pessoa;65.000,00
442;Robério Negreiros;AR Paranoá;Cultura;Evento;Difusão cultural;VII-Paranoá;Comemoração do aniversário da RA Paranoá;1;evento;200.000,00
443;Robério Negreiros;AR Paranoá;Desporto e Lazer;Não é evento;Desporto Comunitário;VII-Paranoá;Comemoração do aniversário da RA Paranoá;10;projeto;200.000,00
444;Liliane Roriz;AR Riacho Fundo;Urbanismo;Não é evento;Infra-Estrutura urbana;XVII-Riacho Fundo I;Construção de quadra poliesportiva;200;m2;150.000,00
445;Liliane Roriz;AR Recanto das Emas;Urbanismo;Não é evento;Infra-Estrutura urbana;XV-Recanto das Emas;Realização de obras de infra-estrutura e urbanização;30.000;m2;1.500.000,00
446;Liliane Roriz;SE Cultura;Cultura;Evento;Difusão cultural;DF;Apoio à realização de eventos culturais;12;evento;150.000,00
447;Liliane Roriz;AR Set. Ind. & Abast.;Transporte;Não é evento;Infra-Estrutura urbana;XXIX-S.IA;Construção de abrigos para passageiros de ônibus;16.000;m2;150.000,00
448;Liliane Roriz;AR Santa Maria;Urbanismo;Não é evento;Infra-Estrutura urbana;XIII-Santa Maria;Realização de obras de infra-estrutura e urbanização;10.000;m2;600.000,00
449;Liliane Roriz;SE Cultura;Cultura;Evento;Difusão cultural;DF;Apoio à realização do evento "Meus 15 anos - Baile de Debutantes";12;evento;50.000,00
450;Liliane Roriz;AR Taguatinga;Urbanismo;Não é evento;Infra-Estrutura urbana;III-Taguatinga;Realização de obras de infra-estrutura e urbanização;20.000;m2;900.000,00
451;Liliane Roriz;SE Cultura;Cultura;Evento;Difusão cultural;VII-Paranoá;Apoio às atividades culturais da Quadrilha Triscou Queimou;1;evento;25.000,00
452;Liliane Roriz;AR Núcleo Bandeirante;Urbanismo;Não é evento;Infra-Estrutura urbana;VIII-Núcleo Bandeirante;Realização de obras de infra-estrutura e urbanização;20.000;m2;900.000,00
453;Liliane Roriz;SEDEST;Assistência Social;Não é evento;Ass. Comunitária;XIV-São Sebastião;Apoio ao Projeto Social Mão de Mulher;100;família;15.000,00
454;Liliane Roriz;SE Cultura;Cultura;Evento;Difusão cultural;VII-Paranoá;Apoio às atividades do GRES Unidos da Vila Paranoá;1;evento;15.000,00
455;Liliane Roriz;AR Ceilândia;Urbanismo;Não é evento;Infra-Estrutura urbana;IX-Ceilândia;Realização de obras de infra-estrutura e urbanização;30.000;m2;1.440.000,00
456;Liliane Roriz;AR Núcleo Bandeirante;Urbanismo;Não é evento;Infra-Estrutura urbana;VIII-Núcleo Bandeirante;Execução de obras de acessibilidade;10.000;m2;150.000,00
457;Liliane Roriz;AR Itapoã;Urbanismo;Não é evento;Infra-Estrutura urbana;XXVIII-Itapoã;Execução de ajardinamento;5.000;m2;150.000,00
458;Liliane Roriz;SE Cultura;Cultura;Evento;Difusão cultural;DF;Apoio ao evento Quadrilha Xodó de Cristo;1;evento;20.000,00
459;Liliane Roriz;SEDEST;Assistência Social;Não é evento;Ass. Comunitária;IV-Brazlândia;Apoio ao Projeto Social Jardim de Infância Semeando;100;família;15.000,00
460;Liliane Roriz;SEDEST;Assistência Social;Não é evento;Ass. Comunitária;VII-Paranoá;Apoio ao Projeto Social Consolidação da Associação de Artesanato do Paranoá;50;família;10.000,00
461;Liliane Roriz;AR Santa Maria;Urbanismo;Não é evento;Desporto Comunitário;XIII-Santa Maria;Construção de quadra poliesportiva;200;m2;150.000,00
462;Liliane Roriz;AR Recanto das Emas;Energia;Não é evento;Infra-Estrutura urbana;XV-Recanto das Emas;Ampliação da rede de iluminação pública;10.000;m;500.000,00
463;Liliane Roriz;SEDEST;Assistência Social;Não é evento;Ass. Comunitária;VII-Paranoá;Apoio ao Projeto Social da OSCIP Resgate da Vida;50;família;15.000,00
464;Liliane Roriz;AR Riacho Fundo;Urbanismo;Não é evento;Infra-Estrutura urbana;XVII-Riacho Fundo I;Realização de obras de infra-estrutura e urbanização;20.000;m2;900.000,00
465;Liliane Roriz;SE Cultura;Cultura;Evento;Difusão cultural;DF;Apoio ao Festival de Quadrilhas Juninas nas cidades do Paranoá e de Itapoã;2;evento;100.000,00
466;Liliane Roriz;AR São Sebastião;Urbanismo;Não é evento;Infra-Estrutura urbana;XIV-São Sebastião;Instalação de lixeiras em vias públicas;15.000;m2;150.000,00
467;Liliane Roriz;AR Set. Ind. & Abast.;Urbanismo;Não é evento;Infra-Estrutura urbana;XXIX-S.IA;Realização de obras de infra-estrutura e urbanização;20.000;m2;900.000,00
468;Liliane Roriz;AR Guará;Urbanismo;Não é evento;Infra-Estrutura urbana;X-Guará;Realização de obras de infra-estrutura e urbanização;30.000;m2;1.500.000,00
469;Liliane Roriz;SE Esporte;Desporto e Lazer;Não é evento;Desporto Comunitário;XIV-São Sebastião;Apoio ao projeto Criança no Esporte;1;projeto;100.000,00
470;Liliane Roriz;AR Ceilândia;Urbanismo;Não é evento;Infra-Estrutura urbana;IX-Ceilândia;Instalação de placas de endereçamento;200;m2;150.000,00
471;Liliane Roriz;SE Cultura;Cultura;Evento;Difusão cultural;DF;Apoio à realização do evento Encontro de Contadores de Histórias da Ass. Amigos das Histórias;1;evento;15.000,00
472;Liliane Roriz;AR Taguatinga;Urbanismo;Não é evento;Infra-Estrutura urbana;III-Taguatinga;Execução de ajardinamento;5.000;m2;150.000,00
